,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
40,0.34696192741394044,0.03266210606632622,0.10653100013732911,0.007683796798766121,10.0,"(12,)",8,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12,), 'filter__n': 8}",0.6822157434402333,0.6938775510204082,0.6909620991253644,0.6671532846715329,0.6905109489051094,0.6849474912485414,0.009702964165316278,816,0.6827133479212254,0.6838074398249453,0.6845368344274252,0.6788188115202333,0.6926722566532993,0.6845097380694257,0.004532865081198736
41,0.4008035659790039,0.038708769266467484,0.1034656047821045,0.0062347080151027336,10.0,"(12,)",9,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12,), 'filter__n': 9}",0.6530612244897959,0.6516034985422741,0.6618075801749271,0.6321167883211679,0.6817518248175183,0.6560676779463244,0.016088452003413717,1237,0.6469730123997083,0.6517140773158279,0.6725018234865062,0.6638716733503464,0.6587677725118484,0.6587656718128474,0.008983817895531196
42,0.4363792896270752,0.019365324425971882,0.11325879096984863,0.006559646069111275,10.0,"(12,)",10,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12,), 'filter__n': 10}",0.7259475218658892,0.7157434402332361,0.7011661807580175,0.7007299270072993,0.6846715328467153,0.7056592765460911,0.014129257156888099,402,0.700218818380744,0.7140773158278628,0.7151714077315828,0.7039737513671163,0.7156398104265402,0.7098162207467693,0.006434185827567345
43,0.4115994930267334,0.0264427313450431,0.11000943183898926,0.013319391845932008,10.0,"(12,)",11,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12,), 'filter__n': 11}",0.706997084548105,0.6997084548104956,0.7026239067055393,0.7007299270072993,0.6656934306569343,0.6951575262543758,0.01493423570521512,618,0.6965718453683443,0.7038657913931436,0.7060539752005836,0.7010572366022603,0.6963179001093693,0.7007733497347401,0.0038738214408966807
44,0.35515284538269043,0.01200494562118984,0.11319336891174317,0.0064972961616772415,10.0,"(12, 12)",1,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12, 12), 'filter__n': 1}",0.6661807580174927,0.6661807580174927,0.6676384839650146,0.6671532846715329,0.6861313868613139,0.6706534422403734,0.007755332660286482,958,0.6663019693654267,0.6666666666666666,0.6663019693654267,0.6664236237695953,0.6664236237695953,0.6664235705873421,0.0001331686327798556
45,0.38195114135742186,0.011714382948550305,0.10652117729187012,0.007692951123316046,10.0,"(12, 12)",2,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12, 12), 'filter__n': 2}",0.6763848396501457,0.6705539358600583,0.6661807580174927,0.6744525547445256,0.6671532846715329,0.6709451575262544,0.003978192588031371,947,0.6684901531728665,0.6666666666666666,0.6735959153902261,0.6707983959168793,0.6664236237695953,0.6691949509832467,0.002702174658707242
46,0.3313819408416748,0.007983166332591106,0.10653538703918457,0.007630057244128423,10.0,"(12, 12)",3,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12, 12), 'filter__n': 3}",0.6647230320699709,0.6647230320699709,0.6647230320699709,0.6656934306569343,0.6656934306569343,0.6651108518086347,0.0004753268104143264,1090,0.6652078774617067,0.6652078774617067,0.6652078774617067,0.6649653663871673,0.6649653663871673,0.665110873031891,0.00011880567791913259
47,0.40517892837524416,0.017049787972167794,0.10371627807617187,0.006154863237780264,10.0,"(12, 12)",4,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12, 12), 'filter__n': 4}",0.6690962099125365,0.6588921282798834,0.6632653061224489,0.672992700729927,0.6627737226277373,0.6654025670945157,0.005001930344250533,1083,0.6670313639679066,0.6695842450765864,0.6805251641137856,0.6693401385344513,0.6704338315712723,0.6713829486528005,0.004707985211829828
48,0.38204517364501955,0.01848382567076564,0.10334701538085937,0.006291102701275256,10.0,"(12, 12)",5,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12, 12), 'filter__n': 5}",0.6793002915451894,0.6836734693877551,0.6690962099125365,0.6686131386861314,0.6496350364963503,0.6700700116686115,0.011753314648206649,970,0.6728665207877462,0.6710430342815463,0.6699489423778264,0.6762668611009843,0.6729857819905213,0.672622228107725,0.0021501399828421797
49,0.3685492992401123,0.020975021151978215,0.11145477294921875,0.009323141295103456,10.0,"(12, 12)",6,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12, 12), 'filter__n': 6}",0.6632653061224489,0.6632653061224489,0.6676384839650146,0.6613138686131387,0.6627737226277373,0.6636522753792299,0.002118175388951352,1183,0.6648431801604668,0.6648431801604668,0.6644784828592268,0.6646008020415604,0.6667881881152024,0.6651107666673847,0.0008505050881233387
