,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
813,0.06563386917114258,0.006247131268642082,0.0,0.0,0.001,"(6, 6)",11,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6), 'pca__n_components': 11}",0.6647230320699709,0.6647230320699709,0.6647230320699709,0.6656934306569343,0.6656934306569343,0.6651108518086347,0.0004753268104143264,962,0.6652078774617067,0.6652078774617067,0.6652078774617067,0.6649653663871673,0.6649653663871673,0.665110873031891,0.00011880567791913259
814,0.14687066078186034,0.023379486669776718,0.0,0.0,0.001,"(6, 6, 6)",1,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6, 6), 'pca__n_components': 1}",0.6661807580174927,0.6865889212827988,0.6632653061224489,0.6788321167883211,0.67007299270073,0.6729871645274212,0.008586712200540098,695,0.6728665207877462,0.6714077315827863,0.674690007293946,0.6704338315712723,0.6718920889537003,0.6722580360378902,0.001447024170628407
815,0.08750519752502442,0.015936865136302387,0.0,0.0,0.001,"(6, 6, 6)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6, 6), 'pca__n_components': 2}",0.6793002915451894,0.6676384839650146,0.6603498542274052,0.6671532846715329,0.6671532846715329,0.6683197199533255,0.006121800899644079,872,0.6670313639679066,0.6692195477753464,0.6695842450765864,0.6693401385344513,0.6693401385344513,0.6689030867777485,0.0009433449998842182
816,0.0718766689300537,0.007643866889073495,0.0,0.0,0.001,"(6, 6, 6)",3,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6, 6), 'pca__n_components': 3}",0.6647230320699709,0.6647230320699709,0.6647230320699709,0.6656934306569343,0.6656934306569343,0.6651108518086347,0.0004753268104143264,962,0.6652078774617067,0.6652078774617067,0.6652078774617067,0.6649653663871673,0.6649653663871673,0.665110873031891,0.00011880567791913259
817,0.09062600135803223,0.011682510163832682,0.0,0.0,0.001,"(6, 6, 6)",4,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6, 6), 'pca__n_components': 4}",0.6647230320699709,0.6647230320699709,0.6647230320699709,0.6656934306569343,0.6656934306569343,0.6651108518086347,0.0004753268104143264,962,0.6652078774617067,0.6652078774617067,0.6652078774617067,0.6649653663871673,0.6649653663871673,0.665110873031891,0.00011880567791913259
818,0.17501983642578126,0.11954749981604064,0.0,0.0,0.001,"(6, 6, 6)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6, 6), 'pca__n_components': 5}",0.6603498542274052,0.6690962099125365,0.6545189504373178,0.6364963503649635,0.6817518248175183,0.6604434072345391,0.015077493631774156,1111,0.6663019693654267,0.6994894237782641,0.6725018234865062,0.6529347429821364,0.6788188115202333,0.6740093542265133,0.015350442946395803
819,0.13750004768371582,0.04881272359278207,0.0,0.0,0.001,"(6, 6, 6)",6,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6, 6), 'pca__n_components': 6}",0.6384839650145773,0.6661807580174927,0.6530612244897959,0.6773722627737226,0.6875912408759124,0.6645274212368728,0.017373903630304905,1029,0.6389496717724289,0.6827133479212254,0.6768781911013858,0.6711629602624863,0.6817353262850894,0.6702878994685231,0.016197021579926106
820,0.17500152587890624,0.04571271735790028,0.0,0.0,0.001,"(6, 6, 6)",7,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6, 6), 'pca__n_components': 7}",0.6953352769679301,0.6895043731778425,0.33527696793002915,0.6992700729927007,0.6817518248175183,0.6201866977829639,0.14262882968189566,1235,0.6816192560175055,0.6987600291757841,0.3347921225382932,0.6875683558148014,0.7178271965001822,0.6241133920093132,0.1451858473733736
821,0.18751173019409179,0.04841417453516222,0.0,0.0,0.001,"(6, 6, 6)",8,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6, 6), 'pca__n_components': 8}",0.6676384839650146,0.6982507288629738,0.673469387755102,0.708029197080292,0.7138686131386861,0.6922403733955659,0.018497281843893595,301,0.674690007293946,0.7067833698030634,0.675054704595186,0.7174626321545753,0.7247539190667153,0.6997489265826972,0.021101006805942547
822,0.20624680519104005,0.05624273585050602,0.0,0.0,0.001,"(6, 6, 6)",9,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6, 6), 'pca__n_components': 9}",0.7478134110787172,0.6865889212827988,0.6938775510204082,0.6773722627737226,0.7182481751824817,0.704784130688448,0.02543523398756934,174,0.7188183807439825,0.6867250182348651,0.7148067104303428,0.7017863652934743,0.7371491068173532,0.7118571163040036,0.016910863203950834
